T00	T01	T02	T03	T10	T11	T12	T13	T20	T21	T22	T23	T30	T31	T32	T33
0.992532	0.121485	-0.0109938	-0.00106953	-0.120749	0.991285	0.0526637	-0.0686521	0.0172959	-0.0509429	0.998552	-0.0531024	0	0	0	1
0.992538	0.121426	-0.0111575	-0.00100067	-0.120673	0.99127	0.0531253	-0.0690395	0.0175109	-0.0513825	0.998526	-0.0530436	0	0	0	1
0.992536	0.121431	-0.0112732	-0.000750658	-0.120659	0.991229	0.0539167	-0.0697401	0.0177215	-0.0521541	0.998482	-0.0530619	0	0	0	1
0.992402	0.122526	-0.011182	-0.000724059	-0.12175	0.991073	0.054322	-0.0704769	0.0177381	-0.0525478	0.998461	-0.0533298	0	0	0	1
0.992343	0.122984	-0.0113701	-0.000313261	-0.122193	0.991005	0.0545718	-0.0709528	0.0179792	-0.0527646	0.998445	-0.0528513	0	0	0	1
0.99233	0.123067	-0.0116874	5.03167e-05	-0.122264	0.991012	0.0542917	-0.0710337	0.0182638	-0.0524463	0.998457	-0.052814	0	0	0	1
0.992407	0.122436	-0.0117715	0.000347987	-0.12163	0.99109	0.0542791	-0.0714043	0.0183124	-0.0524351	0.998456	-0.0529393	0	0	0	1
0.992278	0.123491	-0.0115849	0.000157599	-0.122689	0.990947	0.0545183	-0.0720581	0.0182125	-0.052676	0.998446	-0.053875	0	0	0	1
0.992104	0.124884	-0.0115272	9.61174e-05	-0.12408	0.990767	0.0546379	-0.0724478	0.0182442	-0.0527762	0.99844	-0.0544232	0	0	0	1
0.992088	0.125018	-0.0114839	3.27171e-05	-0.124214	0.99074	0.0548162	-0.0726771	0.0182305	-0.052956	0.99843	-0.0545404	0	0	0	1
0.992111	0.124864	-0.0111599	-0.000175689	-0.124075	0.990749	0.0549703	-0.0730706	0.0179205	-0.053152	0.998426	-0.0547713	0	0	0	1
0.992108	0.124871	-0.0113604	-0.000213083	-0.124072	0.990752	0.0549263	-0.0733021	0.018114	-0.0530833	0.998426	-0.0558421	0	0	0	1
0.992014	0.125633	-0.0111582	-0.000583647	-0.124846	0.990665	0.0547339	-0.0732353	0.0179305	-0.0529038	0.998439	-0.0570789	0	0	0	1
0.991896	0.126558	-0.0111878	-0.000827843	-0.125761	0.990526	0.0551508	-0.0732645	0.0180615	-0.0532968	0.998415	-0.0582371	0	0	0	1
0.992	0.125707	-0.0115272	-0.000561713	-0.124891	0.99063	0.0552595	-0.0735052	0.0183657	-0.0533778	0.998405	-0.0585707	0	0	0	1
0.992065	0.12521	-0.0113435	-0.000755291	-0.124404	0.99069	0.0552837	-0.0738286	0.01816	-0.0534339	0.998406	-0.0595182	0	0	0	1
0.991982	0.125863	-0.0114504	-0.000646515	-0.125053	0.990616	0.0551575	-0.0737488	0.0182852	-0.0532834	0.998412	-0.0599728	0	0	0	1
0.992001	0.125678	-0.0117556	-0.000446381	-0.12484	0.990608	0.0557819	-0.0740122	0.0186557	-0.0538681	0.998374	-0.0600233	0	0	0	1
0.991909	0.126396	-0.011811	-0.000238814	-0.125554	0.990515	0.0558165	-0.0738857	0.0187539	-0.053882	0.998371	-0.0595596	0	0	0	1
0.991777	0.127439	-0.0117099	-0.000331112	-0.126582	0.990327	0.0568325	-0.0743381	0.0188393	-0.0548829	0.998315	-0.0590466	0	0	0	1
0.991756	0.127608	-0.0116882	-0.000509153	-0.126736	0.99026	0.0576435	-0.0745459	0.0189301	-0.055687	0.998269	-0.0584266	0	0	0	1
0.99179	0.127356	-0.0115286	-0.000622394	-0.126487	0.990273	0.0579717	-0.0745995	0.0187995	-0.0560375	0.998252	-0.0577683	0	0	0	1
0.991802	0.127249	-0.0116461	-0.000626264	-0.126359	0.990244	0.0587465	-0.0751864	0.0190079	-0.0567933	0.998205	-0.0578456	0	0	0	1
0.991754	0.127617	-0.011735	-0.000577247	-0.12672	0.990193	0.0588197	-0.0754008	0.0191263	-0.0568476	0.9982	-0.0582356	0	0	0	1
0.991694	0.128068	-0.0118898	-0.000476749	-0.127159	0.990128	0.0589719	-0.0756747	0.0193248	-0.0569702	0.998189	-0.0584464	0	0	0	1
0.991469	0.129762	-0.0122728	-0.000420672	-0.128852	0.989979	0.0577831	-0.0751854	0.0196478	-0.0557088	0.998254	-0.0589547	0	0	0	1
0.99125	0.131397	-0.012595	-0.000165943	-0.130485	0.989819	0.0568499	-0.074517	0.0199367	-0.054709	0.998303	-0.059695	0	0	0	1
0.991194	0.131798	-0.0127922	1.79228e-05	-0.130842	0.989679	0.0584527	-0.0754428	0.0203641	-0.0562643	0.998208	-0.0599664	0	0	0	1
0.991176	0.131845	-0.0137042	0.000868779	-0.130832	0.989665	0.0587035	-0.0756821	0.0213023	-0.0563926	0.998181	-0.0595544	0	0	0	1
0.991175	0.13182	-0.0139592	0.00151172	-0.130791	0.989664	0.0588058	-0.0758503	0.0215667	-0.0564611	0.998172	-0.0589131	0	0	0	1
0.991126	0.132174	-0.0141304	0.00175513	-0.131144	0.989642	0.0584002	-0.0759233	0.021703	-0.0560289	0.998193	-0.0594182	0	0	0	1
0.991049	0.132725	-0.0143226	0.00193087	-0.131701	0.989615	0.0575922	-0.0753022	0.0218178	-0.0551904	0.998237	-0.059718	0	0	0	1
0.990896	0.133837	-0.014579	0.00193133	-0.132802	0.989482	0.0573452	-0.0749803	0.0221006	-0.054887	0.998248	-0.0604795	0	0	0	1
0.99078	0.134696	-0.0145839	0.00194276	-0.133665	0.98938	0.0570991	-0.0748579	0.02212	-0.0546233	0.998262	-0.0608557	0	0	0	1
0.990586	0.136113	-0.0145935	0.00204738	-0.135088	0.989208	0.0567263	-0.0743733	0.0221571	-0.0542209	0.998283	-0.0603046	0	0	0	1
0.990418	0.137336	-0.0145322	0.00189237	-0.136322	0.989063	0.0563071	-0.0740219	0.0221063	-0.0537866	0.998308	-0.0606699	0	0	0	1
0.990318	0.138038	-0.0146896	0.00177616	-0.137001	0.988936	0.0568884	-0.0741454	0.0223798	-0.0543251	0.998272	-0.0609282	0	0	0	1
0.990418	0.13734	-0.0144696	0.00144492	-0.136302	0.988995	0.0575433	-0.0748058	0.0222134	-0.0550197	0.998238	-0.0618254	0	0	0	1
0.990572	0.13622	-0.0145328	0.00149363	-0.135156	0.989088	0.058633	-0.0758964	0.0223612	-0.056116	0.998174	-0.0626163	0	0	0	1
0.990575	0.136203	-0.0144899	0.00156739	-0.135129	0.989059	0.0591775	-0.0765441	0.0223915	-0.0566618	0.998142	-0.0627106	0	0	0	1
0.990623	0.135893	-0.0141282	0.00124466	-0.134842	0.989104	0.0590828	-0.0771408	0.0220032	-0.0566237	0.998153	-0.0634838	0	0	0	1
0.990716	0.13526	-0.0136478	0.000626948	-0.134224	0.989153	0.0596696	-0.0778841	0.0215707	-0.0572838	0.998125	-0.0636326	0	0	0	1
0.990823	0.134486	-0.0135357	0.000372499	-0.133443	0.989217	0.0603633	-0.0786149	0.0215077	-0.0580031	0.998085	-0.0632305	0	0	0	1
0.990758	0.13497	-0.0135002	0.000253522	-0.133915	0.989115	0.060979	-0.07876	0.0215836	-0.0586076	0.998048	-0.0623493	0	0	0	1
0.990668	0.135628	-0.01347	0.000255009	-0.13457	0.989015	0.0611523	-0.0787674	0.021616	-0.0587689	0.998038	-0.0627476	0	0	0	1
0.990486	0.136979	-0.0132109	3.26047e-05	-0.135935	0.988831	0.0611172	-0.0785901	0.0214351	-0.0587399	0.998043	-0.0636515	0	0	0	1
0.990417	0.137498	-0.0129986	-0.000314304	-0.136457	0.988735	0.0614952	-0.0789456	0.0213076	-0.0591321	0.998023	-0.0648506	0	0	0	1
0.990259	0.13864	-0.0128984	-0.00047722	-0.137582	0.988515	0.0625227	-0.0795067	0.0214184	-0.0601391	0.99796	-0.0647823	0	0	0	1
0.990172	0.139274	-0.0127167	-0.000674157	-0.138211	0.988386	0.0631677	-0.0799842	0.0213666	-0.0607893	0.997922	-0.0642816	0	0	0	1
0.989983	0.140592	-0.0129567	-0.000770772	-0.139511	0.9882	0.0632265	-0.0801909	0.021693	-0.0607855	0.997915	-0.064203	0	0	0	1
0.990007	0.140407	-0.0131321	-0.000782954	-0.13931	0.98821	0.0635074	-0.0805761	0.0218941	-0.0610433	0.997895	-0.0645845	0	0	0	1
0.990104	0.139721	-0.0131218	-0.000698842	-0.138622	0.988297	0.0636586	-0.0806085	0.0218627	-0.0612096	0.997885	-0.0650486	0	0	0	1
0.990162	0.139363	-0.0125593	-0.000880107	-0.13831	0.988373	0.0631604	-0.0802942	0.0212155	-0.0608019	0.997924	-0.064764	0	0	0	1
0.990193	0.139129	-0.0126683	-0.000640421	-0.138075	0.98842	0.0629312	-0.0797434	0.0212771	-0.0605649	0.997937	-0.0647634	0	0	0	1
0.990161	0.139353	-0.0127228	-0.000459373	-0.138305	0.988419	0.0624475	-0.0789004	0.0212777	-0.0600735	0.997967	-0.0649639	0	0	0	1
0.990009	0.140399	-0.0130365	-0.000329425	-0.13934	0.988299	0.0620428	-0.0782485	0.0215948	-0.0596065	0.997988	-0.0654302	0	0	0	1
0.989801	0.141856	-0.0130624	-0.00041176	-0.140804	0.988126	0.0614983	-0.0776274	0.0216312	-0.0590318	0.998022	-0.0661942	0	0	0	1
0.989633	0.143004	-0.0132739	-0.000409128	-0.141944	0.98798	0.0612147	-0.0771973	0.0218683	-0.058696	0.998036	-0.0673585	0	0	0	1
0.989467	0.144123	-0.0135259	-6.31832e-05	-0.143057	0.987849	0.0607393	-0.0763133	0.0221154	-0.0581646	0.998062	-0.0670274	0	0	0	1
0.989412	0.14448	-0.0137375	0.000346792	-0.143397	0.987791	0.0608801	-0.0763157	0.0223657	-0.0582656	0.998051	-0.0670334	0	0	0	1
0.989452	0.144206	-0.0137614	0.000527705	-0.143113	0.987803	0.0613484	-0.0766681	0.0224404	-0.0587319	0.998022	-0.0667874	0	0	0	1
0.989413	0.144476	-0.0137276	0.000498266	-0.143376	0.987744	0.0616897	-0.0771056	0.0224721	-0.0590684	0.998001	-0.0670006	0	0	0	1
0.989354	0.144888	-0.013669	0.000297195	-0.143783	0.987663	0.062037	-0.0774289	0.0224888	-0.0594111	0.99798	-0.0666473	0	0	0	1
0.989253	0.145564	-0.0137528	0.000188473	-0.144452	0.987561	0.0621098	-0.0775916	0.0226227	-0.0594557	0.997975	-0.0664333	0	0	0	1
0.989106	0.146587	-0.013458	-0.000296186	-0.145474	0.987366	0.0628074	-0.0782846	0.0224947	-0.0601654	0.997935	-0.0670817	0	0	0	1
0.989124	0.146467	-0.0134262	-0.000486626	-0.145363	0.9874	0.0625414	-0.0781498	0.0224173	-0.0599096	0.997952	-0.06804	0	0	0	1
0.989151	0.146292	-0.0134114	-0.00055955	-0.14519	0.987428	0.062497	-0.0780974	0.0223855	-0.0598717	0.997955	-0.0684973	0	0	0	1
